mmsi,geartype,secondary geartype,length,tonnage,country
412416541,Fishing vessel,Fishing vessel,,,CHN
412416542,Fishing vessel,Fishing vessel,,,CHN
412416543,Fishing vessel,Fishing vessel,,,CHN
412416546,Fishing vessel,Fishing vessel,,,CHN
412416547,Fishing vessel,Fishing vessel,,,CHN
412416558,Fishing vessel,Fishing vessel,,,CHN
412416559,Fishing vessel,Fishing vessel,,,CHN
412416571,Fishing vessel,Fishing vessel,,,CHN
412416574,Fishing vessel,Fishing vessel,,,CHN
412416576,Fishing vessel,Fishing vessel,,,CHN
412416577,Fishing vessel,Fishing vessel,,,CHN
412416578,Fishing vessel,Fishing vessel,,,CHN
412416581,Fishing vessel,Fishing vessel,,,CHN
412416589,Fishing vessel,Fishing vessel,,,CHN
412416591,Fishing vessel,Fishing vessel,,,CHN
412416592,Fishing vessel,Fishing vessel,,,CHN
412416593,Fishing vessel,Fishing vessel,,,CHN
412416596,Fishing vessel,Fishing vessel,,,CHN
412416599,Fishing vessel,Fishing vessel,,,CHN
412416602,Fishing vessel,Fishing vessel,,,CHN
412416603,Fishing vessel,Fishing vessel,,,CHN
412416604,Fishing vessel,Fishing vessel,,,CHN
412416607,Fishing vessel,Fishing vessel,,,CHN
412416608,Fishing vessel,Fishing vessel,,,CHN
412416611,Fishing vessel,Fishing vessel,,,CHN
412416612,Fishing vessel,Fishing vessel,,,CHN
412416616,Fishing vessel,Fishing vessel,,,CHN
412416624,Fishing vessel,Fishing vessel,,,CHN
412416632,Fishing vessel,Fishing vessel,,,CHN
412416639,Fishing vessel,Fishing vessel,,,CHN
412416645,Fishing vessel,Fishing vessel,,,CHN
412416652,Fishing vessel,Fishing vessel,,,CHN
412416654,Fishing vessel,Fishing vessel,,,CHN
412416656,Fishing vessel,Fishing vessel,,,CHN
412416662,Fishing vessel,Fishing vessel,,,CHN
412416665,Fishing vessel,Fishing vessel,,,CHN
412416666,Fishing vessel,Fishing vessel,,,CHN
412416667,Fishing vessel,Fishing vessel,,,CHN
412416669,Fishing vessel,Fishing vessel,,,CHN
412416673,Fishing vessel,Fishing vessel,,,CHN
412416674,Fishing vessel,Fishing vessel,,,CHN
412416675,Fishing vessel,Fishing vessel,,,CHN
412416676,Fishing vessel,Fishing vessel,,,CHN
412416677,Fishing vessel,Fishing vessel,,,CHN
412416679,Fishing vessel,Fishing vessel,,,CHN
412416682,Fishing vessel,Fishing vessel,,,CHN
412416684,Fishing vessel,Fishing vessel,,,CHN
412416689,Fishing vessel,Fishing vessel,,,CHN
412416694,Fishing vessel,Fishing vessel,,,CHN
412416698,Fishing vessel,Fishing vessel,,,CHN
412416700,Fishing vessel,Fishing vessel,,,CHN
412416709,Fishing vessel,Fishing vessel,,,CHN
412416713,Fishing vessel,Fishing vessel,,,CHN
412416714,Fishing vessel,Fishing vessel,,,CHN
412416716,Fishing vessel,Fishing vessel,,,CHN
412416717,Fishing vessel,Fishing vessel,,,CHN
412416719,Fishing vessel,Fishing vessel,,,CHN
412416721,Fishing vessel,Fishing vessel,,,CHN
412416726,Fishing vessel,Fishing vessel,,,CHN
412416738,Fishing vessel,Fishing vessel,,,CHN
412416741,Fishing vessel,Fishing vessel,,,CHN
412416743,Fishing vessel,Fishing vessel,,,CHN
412416747,Fishing vessel,Fishing vessel,,,CHN
412416748,Fishing vessel,Fishing vessel,,,CHN
412416757,Fishing vessel,Fishing vessel,,,CHN
412416762,Fishing vessel,Fishing vessel,,,CHN
412416763,Fishing vessel,Fishing vessel,,,CHN
412416764,Fishing vessel,Fishing vessel,,,CHN
412416765,Fishing vessel,Fishing vessel,,,CHN
412416766,Fishing vessel,Fishing vessel,,,CHN
412416778,Fishing vessel,Fishing vessel,,,CHN
412416783,Fishing vessel,Fishing vessel,,,CHN
412416787,Fishing vessel,Fishing vessel,,,CHN
412416791,Fishing vessel,Fishing vessel,,,CHN
412416797,Fishing vessel,Fishing vessel,,,CHN
412416812,Fishing vessel,Fishing vessel,,,CHN
412416813,Fishing vessel,Fishing vessel,,,CHN
412416817,Fishing vessel,Fishing vessel,,,CHN
412416827,Fishing vessel,Fishing vessel,,,CHN
412416832,Fishing vessel,Fishing vessel,,,CHN
412416835,Fishing vessel,Fishing vessel,,,CHN
412416838,Fishing vessel,Fishing vessel,,,CHN
412416841,Fishing vessel,Fishing vessel,,,CHN
412416842,Fishing vessel,Fishing vessel,,,CHN
412416846,Fishing vessel,Fishing vessel,,,CHN
412416847,Fishing vessel,Fishing vessel,,,CHN
412416848,Fishing vessel,Fishing vessel,,,CHN
412416851,Fishing vessel,Fishing vessel,,,CHN
412416853,Fishing vessel,Fishing vessel,,,CHN
412416854,Fishing vessel,Fishing vessel,,,CHN
412416857,Fishing vessel,Fishing vessel,,,CHN
412416861,Fishing vessel,Fishing vessel,,,CHN
412416863,Fishing vessel,Fishing vessel,,,CHN
412416864,Fishing vessel,Fishing vessel,,,CHN
412416865,Fishing vessel,Fishing vessel,,,CHN
412416868,Fishing vessel,Fishing vessel,,,CHN
412416869,Fishing vessel,Fishing vessel,,,CHN
412416871,Fishing vessel,Fishing vessel,,,CHN
412416877,Fishing vessel,Fishing vessel,,,CHN
412416883,Fishing vessel,Fishing vessel,,,CHN
412416887,Fishing vessel,Fishing vessel,,,CHN
412416895,Fishing vessel,Fishing vessel,,,CHN
412416896,Fishing vessel,Fishing vessel,,,CHN
412416898,Fishing vessel,Fishing vessel,,,CHN
412416906,Fishing vessel,Fishing vessel,,,CHN
412416918,Fishing vessel,Fishing vessel,,,CHN
412416925,Fishing vessel,Fishing vessel,,,CHN
412416928,Fishing vessel,Fishing vessel,,,CHN
412416933,Fishing vessel,Fishing vessel,,,CHN
412416935,Fishing vessel,Fishing vessel,,,CHN
412416936,Fishing vessel,Fishing vessel,,,CHN
412416941,Fishing vessel,Fishing vessel,,,CHN
412416942,Fishing vessel,Fishing vessel,,,CHN
412416948,Fishing vessel,Fishing vessel,,,CHN
412416964,Fishing vessel,Fishing vessel,,,CHN
412416968,Fishing vessel,Fishing vessel,,,CHN
412416975,Fishing vessel,Fishing vessel,,,CHN
412416976,Fishing vessel,Fishing vessel,,,CHN
412416981,Fishing vessel,Fishing vessel,,,CHN
412416999,Fishing vessel,Fishing vessel,,,CHN
412417002,Fishing vessel,Fishing vessel,,,CHN
412417004,Fishing vessel,Fishing vessel,,,CHN
412417011,Fishing vessel,Fishing vessel,,,CHN
412417014,Fishing vessel,Fishing vessel,,,CHN
412417015,Fishing vessel,Fishing vessel,,,CHN
412417016,Fishing vessel,Fishing vessel,,,CHN
412417018,Fishing vessel,Fishing vessel,,,CHN
412417031,Fishing vessel,Fishing vessel,,,CHN
412417032,Fishing vessel,Fishing vessel,,,CHN
412417037,Fishing vessel,Fishing vessel,,,CHN
412417038,Fishing vessel,Fishing vessel,,,CHN
412417039,Fishing vessel,Fishing vessel,,,CHN
412417041,Fishing vessel,Fishing vessel,,,CHN
412417043,Fishing vessel,Fishing vessel,,,CHN
412417045,Fishing vessel,Fishing vessel,,,CHN
412417053,Fishing vessel,Fishing vessel,,,CHN
412417063,Fishing vessel,Fishing vessel,,,CHN
412417072,Fishing vessel,Fishing vessel,,,CHN
412417088,Fishing vessel,Fishing vessel,,,CHN
412417094,Fishing vessel,Fishing vessel,,,CHN
412417095,Fishing vessel,Fishing vessel,,,CHN
412417098,Fishing vessel,Fishing vessel,,,CHN
412417115,Fishing vessel,Fishing vessel,,,CHN
412417125,Fishing vessel,Fishing vessel,,,CHN
412417127,Fishing vessel,Fishing vessel,,,CHN
412417131,Fishing vessel,Fishing vessel,,,CHN
412417134,Fishing vessel,Fishing vessel,,,CHN
412417139,Fishing vessel,Fishing vessel,,,CHN
412417142,Fishing vessel,Fishing vessel,,,CHN
412417152,Fishing vessel,Fishing vessel,,,CHN
412417158,Fishing vessel,Fishing vessel,,,CHN
412417161,Fishing vessel,Fishing vessel,,,CHN
412417165,Fishing vessel,Fishing vessel,,,CHN
412417168,Fishing vessel,Fishing vessel,,,CHN
412417183,Fishing vessel,Fishing vessel,,,CHN
412417189,Fishing vessel,Fishing vessel,,,CHN
412417192,Fishing vessel,Fishing vessel,,,CHN
412417197,Fishing vessel,Fishing vessel,,,CHN
412417215,Fishing vessel,Fishing vessel,,,CHN
412417216,Fishing vessel,Fishing vessel,,,CHN
412417222,Fishing vessel,Fishing vessel,,,CHN
412417225,Fishing vessel,Fishing vessel,,,CHN
412417226,Fishing vessel,Fishing vessel,,,CHN
412417229,Fishing vessel,Fishing vessel,,,CHN
412417231,Fishing vessel,Fishing vessel,,,CHN
412417241,Fishing vessel,Fishing vessel,,,CHN
412417262,Fishing vessel,Fishing vessel,,,CHN
412417271,Fishing vessel,Fishing vessel,,,CHN
412417284,Fishing vessel,Fishing vessel,,,CHN
412417285,Fishing vessel,Fishing vessel,,,CHN
412417286,Fishing vessel,Fishing vessel,,,CHN
412417287,Fishing vessel,Fishing vessel,,,CHN
412417288,Fishing vessel,Fishing vessel,,,CHN
412417295,Fishing vessel,Fishing vessel,,,CHN
412417311,Fishing vessel,Fishing vessel,,,CHN
412417317,Fishing vessel,Fishing vessel,,,CHN
412417318,Fishing vessel,Fishing vessel,,,CHN
412417319,Fishing vessel,Fishing vessel,,,CHN
412417321,Fishing vessel,Fishing vessel,,,CHN
412417322,Fishing vessel,Fishing vessel,,,CHN
412417331,Fishing vessel,Fishing vessel,,,CHN
412417332,Fishing vessel,Fishing vessel,,,CHN
412417341,Fishing vessel,Fishing vessel,,,CHN
412417342,Fishing vessel,Fishing vessel,,,CHN
412417356,Fishing vessel,Fishing vessel,,,CHN
412417359,Fishing vessel,Fishing vessel,,,CHN
412417364,Fishing vessel,Fishing vessel,,,CHN
412417368,Fishing vessel,Fishing vessel,,,CHN
412417371,Fishing vessel,Fishing vessel,,,CHN
412417375,Fishing vessel,Fishing vessel,,,CHN
412417385,Fishing vessel,Fishing vessel,,,CHN
412417386,Fishing vessel,Fishing vessel,,,CHN
412417388,Fishing vessel,Fishing vessel,,,CHN
412417391,Fishing vessel,Fishing vessel,,,CHN
412417392,Fishing vessel,Fishing vessel,,,CHN
412417405,Fishing vessel,Fishing vessel,,,CHN
412417407,Fishing vessel,Fishing vessel,,,CHN
412417416,Fishing vessel,Fishing vessel,,,CHN
412417422,Fishing vessel,Fishing vessel,,,CHN
412417424,Fishing vessel,Fishing vessel,,,CHN
412417426,Fishing vessel,Fishing vessel,,,CHN
412417427,Fishing vessel,Fishing vessel,,,CHN
412417434,Fishing vessel,Fishing vessel,,,CHN
412417435,Fishing vessel,Fishing vessel,,,CHN
412417451,Fishing vessel,Fishing vessel,,,CHN
412417453,Fishing vessel,Fishing vessel,,,CHN
412417454,Fishing vessel,Fishing vessel,,,CHN
412417455,Fishing vessel,Fishing vessel,,,CHN
412417461,Fishing vessel,Fishing vessel,,,CHN
412417465,Fishing vessel,Fishing vessel,,,CHN
412417466,Fishing vessel,Fishing vessel,,,CHN
412417472,Fishing vessel,Fishing vessel,,,CHN
412417473,Fishing vessel,Fishing vessel,,,CHN
412417474,Fishing vessel,Fishing vessel,,,CHN
412417482,Fishing vessel,Fishing vessel,,,CHN
412417485,Fishing vessel,Fishing vessel,,,CHN
412417493,Fishing vessel,Fishing vessel,,,CHN
412417499,Fishing vessel,Fishing vessel,,,CHN
412417509,Fishing vessel,Fishing vessel,,,CHN
412417514,Fishing vessel,Fishing vessel,,,CHN
412417517,Fishing vessel,Fishing vessel,,,CHN
412417523,Fishing vessel,Fishing vessel,,,CHN
412417525,Fishing vessel,Fishing vessel,,,CHN
412417526,Fishing vessel,Fishing vessel,,,CHN
412417527,Fishing vessel,Fishing vessel,,,CHN
412417532,Fishing vessel,Fishing vessel,,,CHN
412417542,Fishing vessel,Fishing vessel,,,CHN
412417543,Fishing vessel,Fishing vessel,,,CHN
412417546,Fishing vessel,Fishing vessel,,,CHN
412417547,Fishing vessel,Fishing vessel,,,CHN
412417551,Fishing vessel,Fishing vessel,,,CHN
412417557,Fishing vessel,Fishing vessel,,,CHN
412417558,Fishing vessel,Fishing vessel,,,CHN
412417559,Fishing vessel,Fishing vessel,,,CHN
412417565,Fishing vessel,Fishing vessel,,,CHN
412417569,Fishing vessel,Fishing vessel,,,CHN
412417571,Fishing vessel,Fishing vessel,,,CHN
412417585,Fishing vessel,Fishing vessel,,,CHN
412417591,Fishing vessel,Fishing vessel,,,CHN
412417592,Fishing vessel,Fishing vessel,,,CHN
412417593,Fishing vessel,Fishing vessel,,,CHN
412417597,Fishing vessel,Fishing vessel,,,CHN
412417598,Fishing vessel,Fishing vessel,,,CHN
412417601,Fishing vessel,Fishing vessel,,,CHN
412417605,Fishing vessel,Fishing vessel,,,CHN
412417606,Fishing vessel,Fishing vessel,,,CHN
412417608,Fishing vessel,Fishing vessel,,,CHN
412417612,Fishing vessel,Fishing vessel,,,CHN
412417648,Fishing vessel,Fishing vessel,,,CHN
412417651,Fishing vessel,Fishing vessel,,,CHN
412417655,Fishing vessel,Fishing vessel,,,CHN
412417662,Fishing vessel,Fishing vessel,,,CHN
412417664,Fishing vessel,Fishing vessel,,,CHN
412417666,Fishing vessel,Fishing vessel,,,CHN
412417683,Fishing vessel,Fishing vessel,,,CHN
412417693,Fishing vessel,Fishing vessel,,,CHN
412417696,Fishing vessel,Fishing vessel,,,CHN
412417698,Fishing vessel,Fishing vessel,,,CHN
412417703,Fishing vessel,Fishing vessel,,,CHN
412417705,Fishing vessel,Fishing vessel,,,CHN
412417706,Fishing vessel,Fishing vessel,,,CHN
412417716,Fishing vessel,Fishing vessel,,,CHN
412417721,Fishing vessel,Fishing vessel,,,CHN
412417722,Fishing vessel,Fishing vessel,,,CHN
412417724,Fishing vessel,Fishing vessel,,,CHN
412417726,Fishing vessel,Fishing vessel,,,CHN
412417727,Fishing vessel,Fishing vessel,,,CHN
412417731,Fishing vessel,Fishing vessel,,,CHN
412417732,Fishing vessel,Fishing vessel,,,CHN
412417733,Fishing vessel,Fishing vessel,,,CHN
412417737,Fishing vessel,Fishing vessel,,,CHN
412417738,Fishing vessel,Fishing vessel,,,CHN
412417742,Fishing vessel,Fishing vessel,,,CHN
412417743,Fishing vessel,Fishing vessel,,,CHN
412417744,Fishing vessel,Fishing vessel,,,CHN
412417747,Fishing vessel,Fishing vessel,,,CHN
412417751,Fishing vessel,Fishing vessel,,,CHN
412417755,Fishing vessel,Fishing vessel,,,CHN
412417757,Fishing vessel,Fishing vessel,,,CHN
412417759,Fishing vessel,Fishing vessel,,,CHN
412417761,Fishing vessel,Fishing vessel,,,CHN
412417763,Fishing vessel,Fishing vessel,,,CHN
412417765,Fishing vessel,Fishing vessel,,,CHN
412417772,Fishing vessel,Fishing vessel,,,CHN
412417773,Fishing vessel,Fishing vessel,,,CHN
412417775,Fishing vessel,Fishing vessel,,,CHN
412417777,Fishing vessel,Fishing vessel,,,CHN
412417779,Fishing vessel,Fishing vessel,,,CHN
412417781,Fishing vessel,Fishing vessel,,,CHN
412417782,Fishing vessel,Fishing vessel,,,CHN
412417784,Fishing vessel,Fishing vessel,,,CHN
412417786,Fishing vessel,Fishing vessel,,,CHN
412417793,Fishing vessel,Fishing vessel,,,CHN
412417794,Fishing vessel,Fishing vessel,,,CHN
412417796,Fishing vessel,Fishing vessel,,,CHN
412417798,Fishing vessel,Fishing vessel,,,CHN
412417799,Fishing vessel,Fishing vessel,,,CHN
412417808,Fishing vessel,Fishing vessel,,,CHN
412417809,Fishing vessel,Fishing vessel,,,CHN
412417811,Fishing vessel,Fishing vessel,,,CHN
412417813,Fishing vessel,Fishing vessel,,,CHN
412417814,Fishing vessel,Fishing vessel,,,CHN
412417818,Fishing vessel,Fishing vessel,,,CHN
412417828,Fishing vessel,Fishing vessel,,,CHN
412417829,Fishing vessel,Fishing vessel,,,CHN
412417833,Fishing vessel,Fishing vessel,,,CHN
412417837,Fishing vessel,Fishing vessel,,,CHN
412417847,Fishing vessel,Fishing vessel,,,CHN
412417852,Fishing vessel,Fishing vessel,,,CHN
412417855,Fishing vessel,Fishing vessel,,,CHN
412417856,Fishing vessel,Fishing vessel,,,CHN
412417858,Fishing vessel,Fishing vessel,,,CHN
412417865,Fishing vessel,Fishing vessel,,,CHN
412417874,Fishing vessel,Fishing vessel,,,CHN
412417878,Fishing vessel,Fishing vessel,,,CHN
412417882,Fishing vessel,Fishing vessel,,,CHN
412417888,Fishing vessel,Fishing vessel,,,CHN
412417894,Fishing vessel,Fishing vessel,,,CHN
412417908,Fishing vessel,Fishing vessel,,,CHN
412417912,Fishing vessel,Fishing vessel,,,CHN
412417921,Fishing vessel,Fishing vessel,,,CHN
412417922,Fishing vessel,Fishing vessel,,,CHN
412417925,Fishing vessel,Fishing vessel,,,CHN
412417937,Fishing vessel,Fishing vessel,,,CHN
412417942,Fishing vessel,Fishing vessel,,,CHN
412417953,Fishing vessel,Fishing vessel,,,CHN
412417958,Fishing vessel,Fishing vessel,,,CHN
412417961,Fishing vessel,Fishing vessel,,,CHN
412417974,Fishing vessel,Fishing vessel,,,CHN
412417981,Fishing vessel,Fishing vessel,,,CHN
412417983,Fishing vessel,Fishing vessel,,,CHN
412417989,Fishing vessel,Fishing vessel,,,CHN
412417991,Fishing vessel,Fishing vessel,,,CHN
412417996,Fishing vessel,Fishing vessel,,,CHN
412417999,Fishing vessel,Fishing vessel,,,CHN
412418002,Fishing vessel,Fishing vessel,,,CHN
412418021,Fishing vessel,Fishing vessel,,,CHN
412418022,Fishing vessel,Fishing vessel,,,CHN
412418033,Fishing vessel,Fishing vessel,,,CHN
412418034,Fishing vessel,Fishing vessel,,,CHN
412418046,Fishing vessel,Fishing vessel,,,CHN
412418048,Fishing vessel,Fishing vessel,,,CHN
412418056,Fishing vessel,Fishing vessel,,,CHN
412418061,Fishing vessel,Fishing vessel,,,CHN
412418066,Fishing vessel,Fishing vessel,,,CHN
412418067,Fishing vessel,Fishing vessel,,,CHN
412418074,Fishing vessel,Fishing vessel,,,CHN
412418082,Fishing vessel,Fishing vessel,,,CHN
412418084,Fishing vessel,Fishing vessel,,,CHN
412418093,Fishing vessel,Fishing vessel,,,CHN
412418094,Fishing vessel,Fishing vessel,,,CHN
412418095,Fishing vessel,Fishing vessel,,,CHN
412418096,Fishing vessel,Fishing vessel,,,CHN
412418098,Fishing vessel,Fishing vessel,,,CHN
412418101,Fishing vessel,Fishing vessel,,,CHN
412418103,Fishing vessel,Fishing vessel,,,CHN
412418105,Fishing vessel,Fishing vessel,,,CHN
412418107,Fishing vessel,Fishing vessel,,,CHN
412418118,Fishing vessel,Fishing vessel,,,CHN
412418119,Fishing vessel,Fishing vessel,,,CHN
412418124,Fishing vessel,Fishing vessel,,,CHN
412418125,Fishing vessel,Fishing vessel,,,CHN
412418129,Fishing vessel,Fishing vessel,,,CHN
412418133,Fishing vessel,Fishing vessel,,,CHN
412418141,Fishing vessel,Fishing vessel,,,CHN
412418142,Fishing vessel,Fishing vessel,,,CHN
412418144,Fishing vessel,Fishing vessel,,,CHN
412418157,Fishing vessel,Fishing vessel,,,CHN
412418174,Fishing vessel,Fishing vessel,,,CHN
412418183,Fishing vessel,Fishing vessel,,,CHN
412418184,Fishing vessel,Fishing vessel,,,CHN
412418186,Fishing vessel,Fishing vessel,,,CHN
412418187,Fishing vessel,Fishing vessel,,,CHN
412418197,Fishing vessel,Fishing vessel,,,CHN
412418198,Fishing vessel,Fishing vessel,,,CHN
412418199,Fishing vessel,Fishing vessel,,,CHN
412418208,Fishing vessel,Fishing vessel,,,CHN
412418209,Fishing vessel,Fishing vessel,,,CHN
412418219,Fishing vessel,Fishing vessel,,,CHN
412418228,Fishing vessel,Fishing vessel,,,CHN
412418233,Fishing vessel,Fishing vessel,,,CHN
412418238,Fishing vessel,Fishing vessel,,,CHN
412418244,Fishing vessel,Fishing vessel,,,CHN
412418256,Fishing vessel,Fishing vessel,,,CHN
412418266,Fishing vessel,Fishing vessel,,,CHN
412418271,Fishing vessel,Fishing vessel,,,CHN
412418274,Fishing vessel,Fishing vessel,,,CHN
412418277,Fishing vessel,Fishing vessel,,,CHN
412418281,Fishing vessel,Fishing vessel,,,CHN
412418291,Fishing vessel,Fishing vessel,,,CHN
412418292,Fishing vessel,Fishing vessel,,,CHN
412418299,Fishing vessel,Fishing vessel,,,CHN
412418303,Fishing vessel,Fishing vessel,,,CHN
412418306,Fishing vessel,Fishing vessel,,,CHN
412418309,Fishing vessel,Fishing vessel,,,CHN
412418316,Fishing vessel,Fishing vessel,,,CHN
412418321,Fishing vessel,Fishing vessel,,,CHN
412418325,Fishing vessel,Fishing vessel,,,CHN
412418326,Fishing vessel,Fishing vessel,,,CHN
412418327,Fishing vessel,Fishing vessel,,,CHN
412418331,Fishing vessel,Fishing vessel,,,CHN
412418333,Fishing vessel,Fishing vessel,,,CHN
412418338,Fishing vessel,Fishing vessel,,,CHN
412418341,Fishing vessel,Fishing vessel,,,CHN
412418357,Fishing vessel,Fishing vessel,,,CHN
412418359,Fishing vessel,Fishing vessel,,,CHN
412418361,Fishing vessel,Fishing vessel,,,CHN
412418365,Fishing vessel,Fishing vessel,,,CHN
412418368,Fishing vessel,Fishing vessel,,,CHN
412418377,Fishing vessel,Fishing vessel,,,CHN
412418378,Fishing vessel,Fishing vessel,,,CHN
412418381,Fishing vessel,Fishing vessel,,,CHN
412418384,Fishing vessel,Fishing vessel,,,CHN
412418393,Fishing vessel,Fishing vessel,,,CHN
412418397,Fishing vessel,Fishing vessel,,,CHN
412418398,Fishing vessel,Fishing vessel,,,CHN
412418406,Fishing vessel,Fishing vessel,,,CHN
412418409,Fishing vessel,Fishing vessel,,,CHN
412418411,Fishing vessel,Fishing vessel,,,CHN
412418412,Fishing vessel,Fishing vessel,,,CHN
412418413,Fishing vessel,Fishing vessel,,,CHN
